chr,start,end,value
contig6,6040298,6040850,10
contig6,6041467,6042039,10
contig6,6044514,6049594,-10
contig6,6052436,6056021,-10
contig6,6058259,6059617,-10
contig6,6060314,6062648,-10
contig6,6063006,6063666,10
contig6,6065868,6070509,-10
contig6,6077732,6078112,10
contig6,6080477,6082514,10
contig6,6085145,6086021,-10
contig6,6086132,6089708,10
contig6,6090741,6093239,10
contig6,6094394,6096428,-10
contig6,6096922,6103535,10
contig6,6105239,6106438,10
contig6,6109427,6112833,-10
contig6,6154452,6156230,10
contig6,6158924,6162770,-10
contig6,6179139,6181207,-10
contig6,6181456,6183334,10
contig6,6183866,6184510,-10
contig6,6184978,6186264,-10
contig6,6186953,6188633,-10
contig6,6189190,6192899,10
contig6,6193522,6195115,-10
contig6,6199592,6201439,10
contig6,6202181,6203815,10
contig6,6204268,6208559,-10
contig6,6208842,6210701,10
contig6,6211434,6212644,-10
contig6,6213456,6216200,-10
contig6,6217217,6219443,10
contig6,6220485,6222732,-10
contig6,6223557,6227219,-10
contig6,6231396,6232462,10
contig6,6234524,6235015,10
contig6,6237360,6239651,-10
contig6,6240346,6242153,-10
contig6,6242885,6244941,-10
contig6,6249398,6249757,10
contig6,6250991,6252793,10
contig6,6254607,6256497,10
contig6,6257144,6260470,10
contig6,6260913,6262444,10
contig6,6262879,6264081,-10
contig6,6265128,6266664,-10
contig6,6266913,6271786,10
contig6,6272864,6274410,-10
contig6,6286504,6288531,-10
contig6,6288750,6289825,10
contig6,6325910,6327780,-10
contig6,6329375,6330688,10
contig6,6332925,6338028,10
contig6,6340376,6342237,-10
contig6,6343526,6356132,10
contig6,6357752,6364128,-10
contig6,6364770,6378678,-10
contig6,6406819,6411170,10
contig6,6411748,6414342,10
contig6,6415775,6417213,10
contig6,6418176,6421452,-10
contig6,6421935,6422686,10
contig6,6424375,6437823,-10
contig6,6439276,6440646,10
contig6,6441095,6444000,-10
contig6,6444288,6446746,10
contig6,6452723,6456960,10
contig6,6457723,6458952,10
contig6,6459739,6462246,10
contig6,6468056,6468817,-10
contig6,6469837,6470968,10
contig6,6471589,6475805,-10
contig6,6478282,6483492,-10
contig6,6484549,6486006,10
contig6,6486726,6490187,-10
contig6,6493512,6495807,-10
contig6,6499050,6499520,-10
contig6,6502524,6504423,-10
contig6,6504900,6508875,-10
contig6,6509526,6513308,10
contig6,6514122,6521763,10
contig6,6522660,6525174,10
contig6,6525623,6528539,10
contig6,6529437,6530478,-10
contig6,6531131,6533609,-10
contig6,6542615,6545699,-10
contig6,6546010,6549171,10
contig6,6550064,6552373,10
contig6,6554087,6554479,-10
contig6,6555090,6558500,-10
contig6,6558773,6560059,10
contig6,6560615,6566807,-10
contig6,6567161,6568935,10
contig6,6571389,6573420,10
contig6,6573763,6574287,-10
contig6,6574970,6576757,10
contig6,6577589,6579900,10
contig6,6580435,6582784,-10
contig6,6582963,6584227,10
contig6,6586476,6593240,10
contig6,6595551,6595835,-10
contig6,6609451,6612997,10
contig6,6650154,6651735,10
contig6,6665959,6666785,-10
contig6,6704461,6705085,10
contig6,6714466,6715090,10
contig6,6715977,6717347,-10
contig7,13868,16136,10
contig7,53185,53915,-10
contig7,55977,57217,-10
contig7,57919,63693,10
contig7,68273,71673,-10
contig7,72616,74520,10
contig7,75158,76903,-10
contig7,78706,82551,10
contig7,83035,86069,10
contig7,86473,87620,10
contig7,88095,91285,-10
contig7,92982,93644,-10
contig7,94255,97039,-10
contig7,98777,105342,-10
contig7,107438,108187,-10
contig7,113140,123211,-10
contig7,124277,128996,-10
contig7,129592,132369,10
contig7,134203,139137,10
contig7,139922,140711,10
contig7,142080,144604,-10
contig7,144939,145487,-10
contig7,149259,150173,10
contig7,150612,155872,-10
contig7,156576,158308,10
contig7,158615,160504,-10
contig7,160952,162320,10
contig7,190334,191485,10
contig7,193583,198459,10
contig7,199329,200609,10
contig7,201817,206066,-10
contig7,207200,213532,-10
contig7,214330,225538,-10
contig7,225959,229176,10
contig7,230416,231430,-10
contig7,232847,233786,-10
contig7,235347,236375,10
contig7,236418,237232,10
contig7,237927,238463,10
contig7,239103,239739,10
contig7,244226,245561,-10
contig7,251670,252407,10
contig7,252513,257509,10
contig7,257739,258962,-10
contig7,262877,263708,-10
contig7,263943,269701,-10
contig7,320541,324066,-10
contig7,324307,326859,10
contig7,327349,328017,10
contig7,329661,330700,-10
contig7,334282,336096,-10
contig7,337661,339349,-10
contig7,339849,345602,10
contig7,349581,352114,10
contig7,353166,354707,-10
contig7,355038,356264,10
contig7,356834,360785,-10
contig7,361511,362095,10
contig7,370205,374164,10
contig7,375209,376750,10
contig7,377706,379534,10
contig7,379636,382975,-10
contig7,385050,385743,-10
contig7,387824,388424,10
contig7,392608,399074,-10
contig7,401599,412339,-10
contig7,412861,413925,10
contig7,414836,416736,-10
contig7,418278,421639,-10
contig7,422677,424724,10
contig7,425551,425925,-10
contig7,426296,428124,10
contig7,429686,430655,10
contig7,437643,438301,-10
contig7,451629,452789,-10
contig7,455736,458642,10
contig7,459969,463382,-10
contig7,468812,473460,10
contig7,475529,476119,-10
contig7,482427,482678,-10
contig7,484708,487198,10
contig7,488670,489434,-10
contig7,489706,491655,10
contig7,494945,496523,-10
contig7,497756,500187,-10
contig7,501348,503434,-10
contig7,503836,504321,10
contig7,507810,509702,-10
contig7,509999,511380,10
contig7,513587,516284,10
contig7,517632,521605,-10
contig7,523016,524427,-10
contig7,525058,528431,10
contig7,529783,535980,-10
contig7,536751,540149,-10
contig7,540446,541609,10
contig7,546541,547795,10
contig7,548696,552582,-10
contig7,553402,557968,-10
contig7,558591,559771,10
contig7,560346,561044,10
contig7,563609,565017,-10
contig7,566978,578475,-10
contig7,579331,580878,10
contig7,582315,586671,10
contig7,588781,591400,10
contig7,595698,596738,-10
contig7,598166,600625,-10
contig7,612736,613836,10
contig7,614916,619024,-10
contig7,619702,620706,10
contig7,622349,622786,10
contig7,623514,624787,-10
contig7,626111,629994,10
contig7,631331,633415,-10
contig7,634104,636447,10
contig7,638573,642920,-10
contig7,646122,647776,-10
contig7,648801,653384,10
contig7,654565,656523,-10
contig7,658137,659407,10
contig7,660253,661325,10
contig7,663155,664558,-10
contig7,665329,668090,-10
contig7,668345,669612,10
contig7,671134,672674,10
contig7,673954,675111,-10
contig7,675491,677498,10
contig7,680236,681734,10
contig7,683052,684104,10
contig7,684453,685016,10
contig7,685462,687153,-10
contig7,688618,690096,-10
contig7,690309,692409,10
contig7,692779,699176,-10
contig7,699387,700259,10
contig7,700782,701903,-10
contig7,702226,704434,10
contig7,708785,716803,-10
contig7,718386,720566,10
contig7,721658,725525,-10
contig7,727176,729428,10
contig7,730226,731862,-10
contig7,732292,732621,10
contig7,733799,736729,10
contig7,738297,739688,10
contig7,741295,743239,10
contig7,806457,809107,-10
contig7,810277,812223,10
contig7,812590,814295,-10
contig7,815645,820215,10
contig7,822646,823815,-10
contig7,824091,824817,10
contig7,825226,826151,-10
contig7,837768,838478,10
contig7,839413,840480,-10
contig7,842504,845338,10
contig7,846007,849112,-10
contig7,849746,851065,-10
contig7,851716,852734,-10
contig7,853049,854138,10
contig7,855326,857172,-10
contig7,857814,859575,10
contig7,863233,865182,-10
contig7,869963,871099,-10
contig7,871305,873174,10
contig7,873938,880389,10
contig7,881274,884714,-10
contig7,886901,890189,-10
contig7,891223,895094,-10
contig7,897602,898114,10
contig7,898447,899646,-10
contig7,900281,901480,-10
contig7,901989,906006,-10
contig7,906508,911238,10
contig7,911927,913943,10
contig7,915003,920711,-10
contig7,923136,924572,-10
contig7,924819,929045,10
contig7,930994,934225,-10
contig7,934519,935340,-10
contig7,935599,936834,10
contig7,937275,942086,-10
contig7,942684,944294,-10
contig7,944627,947638,10
contig7,948637,949818,-10
contig7,950251,951510,10
contig7,952243,953633,10
contig7,953952,956835,10
contig7,957171,958252,10
contig7,958994,960936,10
contig7,961474,963075,10
contig7,963374,966523,-10
contig7,966709,968674,10
contig7,969489,970900,10
contig7,972079,973758,-10
contig7,974126,975642,-10
contig7,975808,977866,10
contig7,978659,982622,10
contig7,985234,987357,-10
contig7,988090,996114,-10
contig7,998175,999772,10
contig7,1050305,1053844,-10
contig7,1054960,1056691,-10
contig7,1058306,1060129,-10
contig7,1061460,1063745,-10
contig7,1066680,1071680,10
contig7,1074288,1075194,10
contig7,1078767,1081419,-10
contig7,1081655,1083171,10
contig7,1086554,1089227,-10
contig7,1092869,1097379,-10
contig7,1098352,1099865,-10
contig7,1100102,1102571,10
contig7,1107287,1108220,-10
contig7,1110825,1113206,-10
contig7,1113316,1115534,10
contig7,1119038,1122039,-10
contig7,1124665,1128585,10
contig7,1130151,1131635,-10
contig7,1134355,1136344,10
contig7,1137347,1140379,-10
contig7,1140623,1143244,10
contig7,1159400,1161555,-10
contig7,1162819,1165533,-10
contig7,1165902,1166895,10
contig7,1167811,1170797,-10
contig7,1171416,1173211,-10
contig7,1174103,1175910,-10
contig7,1176974,1177799,-10
contig7,1179074,1181575,10
contig7,1210635,1212672,10
contig7,1219142,1220494,10
contig7,1221608,1222358,-10
contig7,1222504,1224595,10
contig7,1225932,1227672,10
contig7,1241301,1242741,10
contig7,1243777,1245155,10
contig7,1247090,1249081,-10
contig7,1249524,1252031,10
contig7,1253046,1255826,10
contig7,1256546,1259364,-10
contig7,1259794,1262225,-10
contig7,1262586,1264682,10
contig7,1265471,1267809,-10
contig7,1268447,1270854,-10
contig7,1273305,1274776,-10
contig7,1275273,1275960,-10
contig7,1276999,1281407,-10
contig7,1282640,1284335,10
contig7,1288830,1292906,-10
contig7,1294371,1300232,10
contig7,1301329,1304473,10
contig7,1305262,1311643,10
contig7,1312738,1314393,-10
contig7,1314466,1316972,10
contig7,1317548,1319052,-10
contig7,1321765,1325482,10
contig7,1327382,1328641,-10
contig7,1333558,1344770,10
contig7,1345871,1351298,10
contig7,1352048,1353744,10
contig7,1354539,1357222,-10
contig7,1357398,1359321,10
contig7,1359756,1362255,-10
contig7,1362444,1363843,10
contig7,1364351,1366280,-10
contig7,1374566,1375470,-10
contig7,1379481,1389971,-10
contig7,1390429,1391769,-10
contig7,1393532,1396188,-10
contig7,1396450,1399865,10
contig7,1400982,1403109,10
contig7,1403978,1405097,-10
contig7,1406453,1407365,-10
contig7,1407642,1409993,10
contig7,1415827,1416515,10
contig7,1417436,1421511,-10
contig7,1424320,1426035,10
contig7,1426744,1428802,10
contig7,1432470,1436033,-10
contig7,1436624,1438292,10
contig7,1439264,1443343,-10
contig7,1443519,1446719,10
contig7,1466024,1471883,-10
contig7,1478089,1478951,-10
contig7,1479140,1482713,10
contig7,1483579,1486206,-10
contig7,1486549,1490569,10
contig7,1492713,1493702,-10
contig7,1494038,1495517,10
contig7,1496478,1498789,-10
contig7,1499252,1501171,10
contig7,1502905,1505491,10
contig7,1505951,1508551,-10
contig7,1509461,1511056,10
contig7,1512403,1523455,10
contig7,1523870,1524748,-10
contig7,1527892,1531575,10
contig7,1532274,1539110,10
contig7,1539891,1543250,10
contig7,1543650,1556142,10
contig7,1558377,1559726,-10
contig7,1561722,1564622,-10
contig7,1564904,1567108,10
contig7,1567857,1568671,10
contig7,1568879,1570716,10
contig7,1572186,1573710,10
contig7,1578405,1580640,10
contig7,1582483,1586234,-10
contig7,1586801,1587710,-10
contig7,1588161,1589147,10
contig7,1592217,1595385,-10
contig7,1596344,1600976,10
contig7,1603017,1606413,-10
contig7,1606828,1611079,10
contig7,1613966,1615257,-10
contig7,1617214,1620866,-10
contig7,1621087,1621898,10
contig7,1623000,1625704,10
contig7,1628193,1629530,-10
contig7,1631610,1632086,-10
contig7,1632334,1633227,10
contig7,1633290,1639296,-10
contig7,1639776,1642493,10
contig7,1643635,1645093,-10
contig7,1645569,1646309,10
contig7,1647561,1648877,10
contig7,1649421,1649976,10
contig7,1651810,1654202,10
contig7,1655919,1656412,10
contig7,1658219,1658595,10
contig7,1661299,1661899,10
contig7,1665065,1669907,-10
contig7,1670676,1673422,10
contig7,1674151,1677679,10
contig7,1678420,1681276,10
contig7,1683997,1687754,-10
contig7,1689173,1690865,-10
contig7,1691772,1694707,-10
contig7,1694907,1696792,10
contig7,1697141,1699249,-10
contig7,1700367,1701908,-10
contig7,1702991,1703600,10
contig7,1706136,1711105,10
contig7,1714047,1715405,-10
contig7,1716164,1719816,-10
contig7,1720798,1722644,-10
contig7,1723087,1725960,10
contig7,1727639,1728554,-10
contig7,1729390,1732598,10
contig7,1737005,1738690,-10
contig7,1740088,1742201,-10
contig7,1742680,1748576,10
contig7,1750462,1752914,-10
contig7,1753456,1761272,-10
contig7,1761488,1763732,10
contig7,1764369,1766204,10
contig7,1766946,1769709,10
contig7,1770561,1771972,-10
contig7,1773298,1774586,10
contig7,1775091,1779580,-10
contig7,1788702,1792424,-10
contig7,1792693,1793733,10
contig7,1794259,1797219,10
contig7,1797500,1799656,-10
contig7,1800265,1804354,10
contig7,1805556,1806620,10
contig7,1812595,1813561,10
contig7,1827366,1832254,10
contig7,1861383,1864025,10
contig7,1864373,1866229,-10
contig7,1866503,1868338,10
contig7,1868877,1870625,-10
contig7,1871481,1877846,10
contig7,1878928,1880896,-10
contig7,1881913,1883576,10
contig7,1884400,1885545,-10
contig7,1885884,1887063,10
contig7,1887299,1888399,-10
contig7,1889369,1892900,-10
contig7,1893494,1896832,10
contig7,1897678,1899961,-10
contig7,1900201,1900617,10
contig7,1903609,1909889,10
contig7,1911406,1912735,-10
contig7,1912951,1914216,10
contig7,1944288,1947526,-10
contig7,1949966,1951188,-10
contig7,1953500,1955210,-10
contig7,1956328,1957605,-10
contig7,1961185,1965296,10
contig7,1967693,1971252,10
contig7,1972501,1974099,-10
contig7,1975281,1976505,10
contig7,1977067,1978190,10
contig7,1979753,1981849,-10
contig7,2002731,2004385,-10
contig7,2009407,2010145,10
contig7,2010518,2010924,-10
contig7,2023371,2024028,-10
contig7,2024169,2024821,10
contig7,2025176,2028398,10
contig7,2031012,2032468,-10
contig7,2033002,2035427,10
contig7,2038630,2040062,-10
contig7,2043124,2043536,10
contig7,2046868,2050587,-10
contig7,2051791,2056150,10
contig7,2056650,2058133,10
contig7,2060374,2062608,10
contig7,2102132,2107291,-10
contig7,2108021,2108656,10
contig7,2109860,2111587,-10
contig7,2112895,2114511,10
contig7,2115583,2117808,10
contig7,2123642,2124896,10
contig7,2127883,2129169,-10
contig7,2131401,2133688,-10
contig7,2134439,2142509,-10
contig7,2147006,2147674,10
contig7,2149361,2150777,-10
contig7,2151997,2154755,-10
contig7,2155029,2157871,10
contig7,2159657,2161503,10
contig7,2164295,2165949,-10
contig7,2182300,2182918,-10
contig7,2190262,2192153,-10
contig7,2194377,2195212,-10
contig7,2198301,2199955,-10
contig7,2201307,2205657,-10
contig7,2206405,2206680,10
contig7,2208104,2210719,-10
contig7,2212173,2221612,-10
contig7,2221896,2228958,10
contig7,2231354,2235202,10
contig7,2238950,2242207,-10
contig7,2242256,2244667,10
contig7,2246838,2247854,10
contig7,2253466,2254713,10
contig7,2255586,2256788,10
contig7,2257854,2259632,-10
contig7,2260276,2264134,-10
contig7,2268075,2272457,10
contig7,2277552,2279483,-10
contig7,2279984,2281985,10
contig7,2282589,2284450,10
contig7,2286205,2289315,10
contig7,2294490,2297172,-10
contig7,2299217,2302618,10
contig7,2305573,2308804,10
contig7,2309798,2311955,-10
contig7,2313606,2315866,10
contig7,2316805,2318854,10
contig7,2323356,2326952,10
contig7,2329560,2331217,10
contig7,2331601,2332266,-10
contig7,2332688,2336260,10
contig7,2336809,2341352,10
contig7,2343397,2344314,10
contig7,2348407,2352607,-10
contig7,2356260,2358174,-10
contig7,2363758,2364843,-10
contig7,2368407,2369486,-10
contig7,2371103,2372604,-10
contig7,2420326,2426278,10
contig7,2428734,2430507,-10
contig7,2431657,2442403,10
contig7,2444199,2445944,10
contig7,2458100,2462071,10
contig7,2465019,2467377,10
contig7,2469971,2471663,10
contig7,2472652,2473494,-10
contig7,2475553,2481011,10
contig7,2483685,2485549,10
contig7,2487484,2491825,-10
contig7,2492027,2497123,10
contig7,2497672,2501780,-10
contig7,2502313,2504091,10
contig7,2505031,2506481,10
contig7,2511477,2518940,10
contig7,2519313,2520602,-10
contig7,2520884,2522429,-10
contig7,2522516,2525326,10
contig7,2525652,2527124,-10
contig7,2527361,2530497,10
contig7,2531407,2533820,10
contig7,2535512,2537683,-10
contig7,2542371,2543285,10
contig7,2546990,2547584,10
contig7,2549376,2550010,-10
contig7,2551962,2552303,-10
contig7,2564245,2568265,-10
contig7,2570660,2571170,-10
contig7,2580328,2586646,-10
contig7,2613604,2615427,-10
contig7,2621442,2623586,-10
contig7,2624504,2628214,-10
contig7,2628674,2632539,10
contig7,2657996,2659299,-10
contig7,2660142,2663898,-10
contig7,2665103,2665405,10
contig7,2668304,2673337,10
contig7,2675247,2677579,-10
contig7,2677989,2678781,10
contig7,2681318,2683336,10
contig7,2734762,2738784,10
contig7,2739355,2740718,-10
contig7,2743440,2748281,-10
contig7,2748670,2750921,10
contig7,2754759,2756031,10
contig7,2765810,2767340,10
contig7,2768622,2769458,-10
contig7,2770136,2771163,10
contig7,2773698,2776476,-10
contig7,2777461,2779706,10
contig7,2780101,2782204,-10
contig7,2782261,2784283,10
contig7,2784910,2786344,-10
contig7,2786563,2795750,10
contig7,2797650,2800465,10
contig7,2813168,2815957,10
contig7,2816718,2819282,-10
contig7,2819721,2823284,10
contig7,2824072,2831935,-10
contig7,2832086,2832573,-10
contig7,2833182,2836079,-10
contig7,2836215,2840312,10
contig7,2840931,2845563,10
contig7,2846233,2848384,-10
contig7,2853594,2856092,10
contig7,2856989,2859316,-10
contig7,2861534,2863654,-10
contig7,2864432,2867562,10
contig7,2870592,2878844,-10
contig7,2881787,2886116,-10
contig7,2886582,2887527,10
contig7,2887624,2888701,10
contig7,2907454,2909991,-10
contig7,2910422,2911378,10
contig7,2913548,2915134,-10
contig7,2916134,2917677,-10
contig7,2921692,2924758,-10
contig7,2927097,2929898,-10
contig7,2931172,2934044,-10
contig7,2934957,2936700,10
contig7,2946924,2948251,-10
contig7,2950257,2956724,-10
contig7,2957388,2960018,10
contig7,2960195,2961304,-10
contig7,2961680,2962259,10
contig7,2962605,2968608,10
contig7,2969470,2971407,-10
contig7,2973904,2976081,10
contig7,2978459,2983239,-10
contig7,2983719,2984497,10
contig7,2985697,2990135,-10
contig7,2990395,2994515,10
contig7,2995606,2999233,-10
contig7,2999523,3002147,10
contig7,3003254,3006704,10
contig7,3018736,3021927,10
contig7,3022558,3024362,-10
contig7,3025974,3027943,-10
contig7,3028583,3029369,10
contig7,3029732,3031127,-10
contig7,3031426,3034380,10
contig7,3035189,3036139,10
contig7,3036555,3037341,-10
contig7,3037475,3038133,10
contig7,3038857,3041892,-10
contig7,3042705,3043378,-10
contig7,3043554,3044830,10
contig7,3046416,3047156,-10
contig7,3048021,3054109,-10
contig7,3081821,3103094,-10
contig7,3104082,3104971,-10
contig7,3106842,3109754,10
contig7,3111529,3113310,10
contig7,3205245,3206602,-10
contig7,3210795,3211519,-10
contig7,3277534,3279565,-10
contig7,3280689,3282397,-10
contig7,3282575,3284635,10
contig7,3285511,3287227,-10
contig7,3291936,3297530,-10
contig7,3298635,3300267,-10
contig7,3302937,3304512,-10
contig7,3306509,3308093,-10
contig7,3308542,3310934,-10
contig7,3311460,3312990,10
contig7,3315952,3319986,10
contig7,3330090,3332228,-10
contig7,3334433,3335864,10
contig7,3336290,3337515,10
contig7,3338334,3342340,-10
contig7,3342540,3343592,10
contig7,3345710,3346969,-10
contig7,3347335,3349791,10
contig7,3356947,3358026,10
contig7,3359741,3360674,-10
contig7,3360939,3362333,10
contig7,3363707,3367936,10
contig7,3369291,3374069,10
contig7,3376018,3381667,10
contig7,3382231,3383773,-10
contig7,3396666,3397586,-10
contig7,3399412,3403119,-10
contig7,3404106,3408054,10
contig7,3408544,3411308,-10
contig7,3436323,3437171,-10
contig7,3439315,3440973,-10
contig7,3441541,3445334,10
contig7,3446515,3447872,10
contig7,3448598,3451069,10
contig7,3451865,3453389,-10
contig7,3453976,3454552,10
contig7,3456561,3459817,-10
contig7,3461739,3463683,-10
contig7,3465622,3467143,-10
contig7,3467436,3470866,10
contig7,3473515,3474984,-10
contig7,3478993,3482799,-10
contig7,3489181,3491208,-10
contig7,3492796,3504692,-10
contig7,3504975,3507651,10
contig7,3511308,3513107,-10
contig7,3513997,3517138,-10
contig7,3517885,3518898,-10
contig7,3519466,3530184,10
contig7,3533181,3534329,10
contig7,3537962,3538726,10
contig7,3549870,3551716,10
contig7,3554021,3554709,-10
contig7,3560865,3564199,-10
contig7,3565649,3567181,-10
contig7,3567827,3573662,10
contig7,3574986,3576690,10
contig7,3582038,3585133,-10
contig7,3585626,3588758,10
contig7,3589507,3590025,10
contig7,3591924,3595886,-10
contig7,3608074,3608639,10
contig7,3618888,3620381,-10
contig7,3620709,3622487,-10
contig7,3626964,3630952,-10
contig7,3632050,3633375,10
contig7,3653001,3654288,10
contig7,3655240,3658127,10
contig7,3671196,3672083,10
contig7,3685566,3689972,-10
contig7,3691395,3692963,10
contig7,3693994,3696661,10
contig7,3698042,3699487,10
contig7,3710885,3711223,-10
contig7,3712819,3714110,-10
contig7,3716905,3717943,10
contig7,3733538,3734781,10
contig7,3735546,3738089,-10
contig7,3740149,3743563,-10
contig7,3744073,3752308,10
contig7,3754562,3755134,10
contig7,3762632,3766915,-10
contig7,3767679,3769802,10
contig7,3770172,3774665,10
contig7,3775959,3778620,10
contig7,3781268,3784368,10
contig7,3792511,3794171,-10
contig7,3795560,3803045,-10
contig7,3804061,3805597,-10
contig7,3806387,3808238,10
contig7,3809023,3811657,-10
contig7,3812828,3813549,-10
contig7,3814369,3815608,10
contig7,3816312,3819777,10
contig7,3821515,3823429,-10
contig7,3823838,3824559,10
contig7,3825658,3828520,-10
contig7,3829016,3829921,10
contig7,3830853,3833940,-10
contig7,3834301,3837171,10
contig7,3838304,3845215,10
contig7,3847836,3850547,10
contig7,3854058,3856534,10
contig7,3858107,3859718,10
contig7,3862696,3865136,-10
contig7,3865531,3868570,10
contig7,3869520,3874567,10
contig7,3876401,3880454,10
contig7,3880815,3882737,-10
contig7,3883284,3887214,10
contig7,3891142,3891907,10
contig7,3892238,3897299,-10
contig7,3900882,3902524,10
contig7,3902906,3905355,10
contig7,3905949,3907365,-10
contig7,3911068,3915532,-10
contig7,3917437,3920617,-10
contig7,3919967,3920758,10
contig7,3923363,3925760,-10
contig7,3926458,3930937,10
contig7,3931350,3933522,-10
contig7,3933776,3935132,10
contig7,3936168,3941697,-10
contig7,3943513,3944307,-10
contig7,3944812,3945736,-10
contig7,3946365,3947762,-10
contig7,3947787,3948857,10
contig7,3950139,3952896,10
contig7,3958946,3960058,-10
contig7,3960922,3962155,-10
contig7,3962424,3966558,10
contig7,3968088,3971224,-10
contig7,3971657,3972208,10
contig7,3975687,3979739,10
contig7,3980816,3983105,10
contig7,3983367,3988257,-10
contig7,3988556,3989131,10
contig7,3989715,3991275,-10
contig7,3993545,3993928,-10
contig7,3995025,3995306,10
contig7,4002707,4006684,-10
contig7,4006894,4007483,10
contig7,4008373,4009890,10
contig7,4010706,4013150,10
contig7,4021256,4023643,-10
contig7,4023853,4027962,10
contig7,4028120,4029248,-10
contig7,4029881,4031417,-10
contig7,4091806,4093262,-10
contig7,4096910,4097669,-10
contig7,4100129,4104785,10
contig7,4108579,4111163,10
contig7,4116872,4120046,10
contig7,4120756,4121981,10
contig7,4123220,4124500,10
contig7,4126569,4127897,-10
contig7,4128527,4130565,-10
contig7,4130782,4131641,10
contig7,4132399,4133922,10
contig7,4135586,4136680,10
contig7,4140358,4142594,10
contig7,4143023,4145091,10
contig7,4145644,4147897,-10
contig7,4149969,4151954,10
contig7,4152722,4153904,10
contig7,4155363,4157603,10
contig7,4159092,4164554,10
contig7,4166273,4167037,-10
contig7,4168675,4170596,10
contig7,4171015,4173693,-10
contig7,4174218,4176167,-10
contig7,4176337,4178419,10
contig7,4178912,4181033,10
contig7,4181360,4182425,-10
contig7,4182639,4185372,10
contig7,4186488,4186995,-10
contig7,4187358,4188941,10
contig7,4191112,4196757,10
contig7,4197573,4204373,10
contig7,4204872,4208328,10
contig7,4209220,4210086,-10
contig7,4210273,4213340,10
contig7,4214388,4220071,10
contig7,4222643,4226479,-10
contig7,4227121,4229453,-10
contig7,4229821,4232031,10
contig7,4232286,4235946,-10
contig7,4237312,4238675,-10
contig7,4241442,4242293,-10
contig7,4242510,4244671,10
contig7,4245479,4246978,10
contig7,4248187,4250355,10
contig7,4251995,4258258,-10
contig7,4258893,4260834,-10
contig7,4263401,4265672,-10
contig7,4266122,4277166,10
contig7,4278876,4280261,10
contig7,4281049,4283861,10
contig7,4286885,4290279,-10
contig7,4294574,4295596,-10
contig7,4295821,4298492,-10
contig7,4300756,4302959,-10
contig7,4306551,4307660,-10
contig7,4310877,4316759,-10
contig7,4319414,4322183,10
contig7,4322678,4323678,-10
contig7,4324619,4327589,-10
contig7,4328449,4329367,-10
contig7,4330308,4332726,10
contig7,4346776,4348075,10
contig7,4350643,4356289,-10
contig7,4357181,4358104,-10
contig7,4370694,4372055,-10
contig7,4372323,4373936,10
contig7,4376124,4378815,-10
contig7,4380307,4382654,-10
contig7,4385293,4386251,-10
contig7,4390849,4391811,-10
contig7,4393019,4395878,-10
contig7,4396546,4399566,10
contig7,4401184,4406322,-10
contig7,4407345,4409755,-10
contig7,4409973,4412780,10
contig7,4413124,4419825,-10
contig7,4421947,4423657,10
contig7,4424554,4425696,10
contig7,4427170,4429906,10
contig7,4444025,4445990,10
contig7,4446342,4447688,-10
contig7,4448116,4449880,10
contig7,4453674,4456163,10
contig7,4457962,4462255,10
contig7,4465624,4467501,10
contig7,4474051,4475652,-10
contig7,4488639,4491168,10
contig7,4494184,4497533,10
contig7,4499425,4502905,-10
contig7,4503287,4508849,-10
contig7,4509843,4511188,10
contig7,4511672,4514859,10
contig7,4516308,4516754,10
contig7,4517419,4520064,-10
contig7,4520567,4523383,10
contig7,4530017,4530546,10
contig7,4532496,4536202,-10
contig7,4536438,4541608,10
contig7,4543023,4543465,-10
contig7,4546755,4549010,-10
contig7,4549362,4554984,10
contig7,4554299,4555084,-10
contig7,4557259,4557727,-10
contig7,4561289,4565259,-10
contig7,4567060,4567784,-10
contig7,4568078,4570413,10
contig7,4572718,4574956,10
contig7,4594241,4596215,10
contig7,4597644,4600434,-10
contig7,4600944,4603337,10
contig7,4605963,4609365,-10
contig7,4610139,4612097,-10
contig7,4657007,4659826,10
contig7,4660933,4663167,10
contig7,4664025,4668629,-10
contig7,4668836,4670787,10
contig7,4672120,4678584,-10
contig7,4679208,4681958,-10
contig7,4682798,4683955,10
contig7,4684492,4689936,-10
contig7,4690684,4692240,-10
contig7,4692604,4696679,10
contig7,4698402,4699060,-10
contig7,4701999,4702573,-10
contig7,4703295,4706469,10
contig7,4707608,4712582,-10
contig7,4713974,4715642,10
contig7,4716188,4716505,10
contig7,4717724,4719755,10
contig7,4721109,4723941,10
contig7,4724672,4726557,-10
contig7,4728134,4729171,-10
contig7,4729498,4732219,10
contig7,4733405,4735368,-10
contig7,4740613,4741401,10
contig7,4744255,4745520,-10
contig7,4746333,4751806,10
contig7,4754142,4758209,-10
contig7,4758404,4760605,10
contig7,4761217,4764362,10
contig7,4764797,4767220,-10
contig7,4767537,4771914,10
contig7,4772459,4774509,-10
contig7,4775015,4776047,-10
contig7,4776317,4780191,10
contig7,4780294,4784314,-10
contig7,4784608,4788038,10
contig7,4788215,4792043,-10
contig7,4793614,4799948,10
contig7,4800592,4801798,10
contig7,4802060,4806592,-10
contig7,4806734,4811197,10
contig7,4811445,4813953,-10
contig7,4815218,4823656,10
contig7,4827429,4828463,-10
contig7,4829440,4831165,-10
