chr,start,end,value1,value2
contig3,3706605,3708699,Unknown,gpos100
contig3,3715967,3718883,Unknown,gpos100
contig3,3720651,3720729,Unknown,gpos100
contig3,3723044,3726250,Unknown,gpos100
contig3,3726280,3726414,Unknown,gpos100
contig3,3727411,3727611,Unknown,gpos100
contig3,3727447,3728281,Unknown,gpos100
contig3,3752360,3752536,Unknown,gpos100
contig3,3762928,3762980,Unknown,gpos100
contig3,3769294,3770558,Unknown,gpos100
contig3,3770555,3772029,Unknown,gpos100
contig3,3772027,3772527,Unknown,gpos100
contig3,3773030,3773106,Unknown,gpos100
contig3,3785941,3786067,Unknown,gpos100
contig3,3787947,3788031,Unknown,gpos100
contig3,3799223,3799294,Unknown,gpos100
contig3,3806764,3806815,LINE,gpos100
contig3,3822176,3822215,LINE,gpos100
contig3,3826586,3826661,Unknown,gpos100
contig3,3830253,3830304,Unknown,gpos100
contig3,3843298,3843401,Unknown,gpos100
contig3,3847697,3848025,Unknown,gpos100
contig3,3851713,3852019,Unknown,gpos100
contig3,3854239,3854318,Unknown,gpos100
contig3,3856143,3856235,Unknown,gpos100
contig3,3859653,3859748,Unknown,gpos100
contig3,3875081,3875138,Unknown,gpos100
contig3,3877600,3877681,Unknown,gpos100
contig3,3880326,3880375,Unknown,gpos100
contig3,3880445,3880576,Unknown,gpos100
contig3,3894618,3894681,Unknown,gpos100
contig3,3895631,3899487,LTR/Gypsy,gpos100
contig3,3899488,3899831,LTR/Gypsy,gpos100
contig3,3899834,3902296,Unknown,gpos100
contig3,3902270,3907164,Unknown,gpos100
contig3,3907164,3907609,LTR,gpos100
contig3,3907611,3909561,LTR/Gypsy,gpos100
contig3,3909563,3909889,LTR/Gypsy,gpos100
contig3,3914386,3914669,Unknown,gpos100
contig3,3914720,3915310,Unknown,gpos100
contig3,3915435,3915467,Unknown,gpos100
contig3,3937802,3937856,Unknown,gpos100
contig3,3941887,3942022,Unknown,gpos100
contig3,3945415,3945516,Unknown,gpos100
contig3,3947457,3947537,Unknown,gpos100
contig3,3951798,3954249,LTR/Gypsy,gpos100
contig3,3954250,3955274,Unknown,gpos100
contig3,3955272,3958494,LTR/Gypsy,gpos100
contig3,3960002,3960035,Unknown,gpos100
contig3,3960920,3961158,Unknown,gpos100
contig3,3961203,3961364,Unknown,gpos100
contig3,3968053,3968172,Unknown,gpos100
contig3,3968790,3968940,LINE,gpos100
contig3,3968947,3969228,Unknown,gpos100
contig3,3970478,3970781,Unknown,gpos100
contig3,3970803,3970991,LINE,gpos100
contig3,3970823,3971051,Unknown,gpos100
contig3,3979241,3979504,Unknown,gpos100
contig3,4001401,4001584,Unknown,gpos100
contig3,4006090,4006168,Unknown,gpos100
contig3,4022433,4022540,Unknown,gpos100
contig3,4023895,4023988,LINE,gpos100
contig3,4024366,4024477,Unknown,gpos100
contig3,4028713,4028890,Unknown,gpos100
contig3,4056375,4056423,Unknown,gpos100
contig3,4056434,4056578,Unknown,gpos100
contig3,4056667,4056770,Unknown,gpos100
contig3,4059672,4059743,Unknown,gpos100
contig3,4071889,4072203,Unknown,gpos100
contig3,4072308,4072334,Unknown,gpos100
contig3,4084159,4084347,Unknown,gpos100
contig3,4085859,4086061,Unknown,gpos100
contig3,4093951,4094048,Unknown,gpos100
contig3,4093982,4094053,Unknown,gpos100
contig3,4114436,4114509,LINE,gpos100
contig3,4128995,4129124,Unknown,gpos100
contig3,4141486,4141628,Unknown,gpos100
contig3,4144810,4144884,Unknown,gpos100
contig3,4144821,4144921,Unknown,gpos100
contig3,4149817,4149849,Unknown,gpos100
contig3,4161067,4161132,Unknown,gpos100
contig3,4162634,4162717,LTR/Gypsy,gpos100
contig3,4162718,4165542,LTR/Gypsy,gpos100
contig3,4167319,4167872,LINE,gpos100
contig3,4167873,4167925,Unknown,gpos100
contig3,4167894,4167933,Unknown,gpos100
contig3,4176936,4177048,Unknown,gpos100
contig3,4177442,4178386,LTR/Gypsy,gpos100
contig3,4178369,4179445,LTR/Gypsy,gpos100
contig3,4179446,4185056,LTR/Gypsy,gpos100
contig3,4185777,4185997,LTR/Gypsy,gpos100
contig3,4185990,4193292,LTR/Gypsy,gpos100
contig3,4193392,4193473,Unknown,gpos100
contig3,4198643,4198781,Unknown,gpos100
contig3,4205765,4205876,Unknown,gpos100
contig3,4206454,4206584,Unknown,gpos100
contig3,4213406,4213465,Unknown,gpos100
contig3,4219537,4219791,Unknown,gpos100
contig3,4219765,4219808,Unknown,gpos100
contig3,4219805,4220136,Unknown,gpos100
contig3,4240376,4240644,Unknown,gpos100
contig3,4241213,4241877,Unknown,gpos100
contig3,4242249,4242524,Unknown,gpos100
contig3,4242407,4242820,Unknown,gpos100
contig3,4242857,4242961,Unknown,gpos100
contig3,4243691,4243743,Unknown,gpos100
contig3,4244198,4244452,Unknown,gpos100
contig3,4244569,4244877,Unknown,gpos100
contig3,4245005,4245133,Unknown,gpos100
contig3,4245322,4245631,Unknown,gpos100
contig3,4245654,4246138,Unknown,gpos100
contig3,4246435,4247016,Unknown,gpos100
contig3,4248777,4250812,Unknown,gpos100
contig3,4250861,4252012,Unknown,gpos100
contig3,4252163,4252267,LTR/Gypsy,gpos100
contig3,4252867,4252945,Unknown,gpos100
contig3,4255034,4255218,Unknown,gpos100
contig3,4262701,4262789,Unknown,gpos100
contig3,4262717,4262794,Unknown,gpos100
contig3,4264762,4264968,Unknown,gpos100
contig3,4283677,4283952,Unknown,gpos100
contig3,4286808,4286887,Unknown,gpos100
contig3,4298553,4298747,Unknown,gpos100
contig3,4302654,4302752,Unknown,gpos100
contig3,4302706,4302760,Unknown,gpos100
contig3,4304850,4304926,Unknown,gpos100
contig3,4306960,4307083,Unknown,gpos100
contig3,4314231,4316379,LINE,gpos100
contig3,4319800,4319881,Unknown,gpos100
contig3,4326456,4326647,Unknown,gpos100
contig3,4337105,4337183,Unknown,gpos100
contig3,4338585,4338973,Unknown,gpos100
contig3,4339054,4339271,Unknown,gpos100
contig3,4343558,4343605,Unknown,gpos100
contig3,4349364,4349481,Unknown,gpos100
contig3,4354999,4355220,Unknown,gpos100
contig3,4375629,4375667,Unknown,gpos100
contig3,4377295,4377350,Unknown,gpos100
contig3,4377351,4377389,Unknown,gpos100
contig3,4378049,4378116,Unknown,gpos100
contig3,4392456,4392545,Unknown,gpos100
contig3,4422413,4422583,Unknown,gpos100
contig3,4425388,4425413,Unknown,gpos100
contig3,4425393,4425925,Unknown,gpos100
contig3,4425904,4426264,Unknown,gpos100
contig3,4434481,4434539,Unknown,gpos100
contig3,4442067,4442163,Unknown,gpos100
contig3,4448506,4448546,Unknown,gpos100
contig3,4457544,4457764,Unknown,gpos100
contig3,4457759,4461683,LTR,gpos100
contig3,4478452,4478582,Unknown,gpos100
contig3,4478973,4479026,Unknown,gpos100
contig3,4490019,4490079,Unknown,gpos100
contig3,4492597,4492708,Unknown,gpos100
contig3,4504830,4504901,Unknown,gpos100
contig3,4542472,4542514,Unknown,gpos100
contig3,4553252,4553429,LTR/Gypsy,gpos100
contig3,4556823,4556883,Unknown,gpos100
contig3,4560530,4560578,Unknown,gpos100
contig3,4565761,4565912,Unknown,gpos100
contig3,4576121,4576165,Unknown,gpos100
contig3,4581931,4582060,Unknown,gpos100
contig3,4582497,4582585,Unknown,gpos100
contig3,4585329,4585400,Unknown,gpos100
contig3,4587147,4587616,Unknown,gpos100
contig3,4587735,4587814,Unknown,gpos100
contig3,4595716,4595835,Unknown,gpos100
contig3,4595784,4595843,Unknown,gpos100
contig3,4611240,4611290,Unknown,gpos100
contig3,4614259,4614332,Unknown,gpos100
contig3,4615298,4615338,Unknown,gpos100
contig3,4615339,4615413,Unknown,gpos100
contig3,4617194,4617225,Unknown,gpos100
contig3,4617202,4617332,Unknown,gpos100
contig3,4640256,4640306,Unknown,gpos100
contig3,4642934,4643004,Unknown,gpos100
contig3,4642943,4643084,Unknown,gpos100
contig3,4644647,4644706,Unknown,gpos100
contig3,4645584,4645661,Unknown,gpos100
contig3,4652058,4652195,Unknown,gpos100
contig3,4676438,4676485,Unknown,gpos100
contig3,4677875,4677914,Unknown,gpos100
contig3,4679168,4679615,Unknown,gpos100
contig3,4680218,4680429,Unknown,gpos100
contig3,4680569,4681232,Unknown,gpos100
contig3,4681866,4681987,Unknown,gpos100
contig3,4690559,4690605,Unknown,gpos100
contig3,4705226,4705237,Unknown,gpos100
contig3,4705238,4705300,Unknown,gpos100
contig3,4727036,4727157,Unknown,gpos100
contig3,4730320,4730522,Unknown,gpos100
contig3,4734510,4734626,Unknown,gpos100
contig3,4737031,4737073,Unknown,gpos100
contig3,4743517,4743647,Unknown,gpos100
contig3,4743624,4743656,Unknown,gpos100
contig3,4770111,4770138,Unknown,gpos100
contig3,4771805,4771887,Unknown,gpos100
contig3,4792943,4793145,Unknown,gpos100
contig3,4795620,4795726,LTR/Gypsy,gpos100
contig3,4795799,4796072,Unknown,gpos100
contig3,4800906,4800992,Unknown,gpos100
contig3,4800911,4801016,Unknown,gpos100
contig3,4817564,4817654,Unknown,gpos100
contig3,4825540,4825683,Unknown,gpos100
contig3,4849826,4849888,Unknown,gpos100
contig3,4861596,4861647,LINE,gpos100
contig3,4865639,4865706,Unknown,gpos100
contig3,4891036,4891193,Unknown,gpos100
contig3,4909749,4909816,Unknown,gpos100
contig3,4925981,4926009,Unknown,gpos100
contig3,4926002,4926053,Unknown,gpos100
contig3,4926012,4926055,Unknown,gpos100
contig3,4926060,4926222,LINE,gpos100
contig3,4926299,4926400,Unknown,gpos100
contig3,4927033,4927104,Unknown,gpos100
contig3,4934269,4934393,Unknown,gpos100
contig3,4965822,4965916,Unknown,gpos100
contig3,4970826,4970968,Unknown,gpos100
contig3,4971081,4971172,Unknown,gpos100
contig3,4971264,4971364,Unknown,gpos100
contig3,4972901,4974234,LTR/Gypsy,gpos100
contig3,4974289,4974629,LTR/Gypsy,gpos100
contig3,4974645,4978722,LTR/Gypsy,gpos100
contig3,4978755,4979018,Unknown,gpos100
contig3,4981575,4981685,Unknown,gpos100
contig3,4982085,4982721,Unknown,gpos100
contig3,4982722,4983857,Unknown,gpos100
contig3,4983224,4984733,Unknown,gpos100
contig3,4984755,4985174,Unknown,gpos100
contig3,4985163,4985275,Unknown,gpos100
contig3,4985321,4985417,Unknown,gpos100
contig3,4985420,4985719,LTR/Gypsy,gpos100
contig3,4985730,4985785,LTR/Gypsy,gpos100
contig3,4985875,4985923,Unknown,gpos100
contig3,4985924,4986020,Unknown,gpos100
contig3,4986435,4991775,LTR/Gypsy,gpos100
contig3,4991810,4992105,Unknown,gpos100
contig3,4991861,4993633,LTR/Gypsy,gpos100
contig3,4993751,4994222,LTR/Gypsy,gpos100
contig3,4994371,4995228,LTR/Gypsy,gpos100
contig3,4995240,4995936,LTR/Gypsy,gpos100
contig3,4995937,4998250,LTR/Gypsy,gpos100
contig3,4998252,4998313,LTR/Gypsy,gpos100
contig3,4998314,5005476,LTR/Gypsy,gpos100
contig3,5005577,5005616,Unknown,gpos100
contig3,5005618,5006897,Unknown,gpos100
contig3,5006893,5007037,Unknown,gpos100
contig3,5007042,5007374,Unknown,gpos100
contig3,5007375,5007424,Unknown,gpos100
contig3,5007413,5007801,Unknown,gpos100
contig3,5007799,5009004,LTR/Gypsy,gpos100
contig3,5011714,5011858,LTR,gpos100
contig3,5011892,5012116,LTR/Gypsy,gpos100
contig3,5014134,5014369,LTR/Gypsy,gpos100
contig3,5014409,5015223,LTR/Gypsy,gpos100
contig3,5015223,5015444,LTR/Gypsy,gpos100
contig3,5015440,5015760,Unknown,gpos100
contig3,5015761,5016348,Unknown,gpos100
contig3,5016360,5016416,Unknown,gpos100
contig3,5016458,5016640,Unknown,gpos100
contig3,5016649,5017065,LTR/Gypsy,gpos100
contig3,5017066,5018670,Unknown,gpos100
contig3,5018678,5019527,Unknown,gpos100
contig3,5019682,5021721,LTR/Gypsy,gpos100
contig3,5021718,5022124,Unknown,gpos100
contig3,5022136,5022392,Unknown,gpos100
contig3,5023169,5023309,LTR/Gypsy,gpos100
contig3,5023762,5024325,LTR/Gypsy,gpos100
contig3,5024480,5024532,LTR/Gypsy,gpos100
contig3,5024726,5025700,LTR/Gypsy,gpos100
contig3,5025916,5025973,Unknown,gpos100
contig3,5025974,5026047,Unknown,gpos100
contig3,5026048,5026778,LTR/Gypsy,gpos100
contig3,5026482,5026733,Unknown,gpos100
contig3,5027040,5027411,LTR/Gypsy,gpos100
contig3,5027536,5027792,Unknown,gpos100
contig3,5027793,5031144,LTR/Gypsy,gpos100
contig3,5031145,5031534,Unknown,gpos100
contig3,5031531,5032566,LTR/Gypsy,gpos100
contig3,5032582,5032872,LTR/Gypsy,gpos100
contig3,5032970,5033107,Unknown,gpos100
contig3,5033522,5038862,LTR/Gypsy,gpos100
contig3,5038757,5039196,Unknown,gpos100
contig3,5038948,5040720,LTR/Gypsy,gpos100
contig3,5040838,5041309,LTR/Gypsy,gpos100
contig3,5041463,5042186,LTR/Gypsy,gpos100
contig3,5042295,5042370,Unknown,gpos100
contig3,5042349,5042442,Unknown,gpos100
contig3,5042421,5042513,Unknown,gpos100
contig3,5042550,5043080,Unknown,gpos100
contig3,5043384,5043641,Unknown,gpos100
contig3,5045019,5045582,LTR/Gypsy,gpos100
contig3,5045737,5045789,LTR/Gypsy,gpos100
contig3,5045949,5046957,LTR/Gypsy,gpos100
contig3,5047072,5048863,Unknown,gpos100
contig3,5048953,5053234,Unknown,gpos100
contig3,5053348,5053401,LTR/Gypsy,gpos100
contig3,5053402,5053909,Unknown,gpos100
contig3,5053910,5054206,LTR/Gypsy,gpos100
contig3,5054391,5054916,LTR/Gypsy,gpos100
contig3,5054936,5056511,LTR/Gypsy,gpos100
contig3,5056620,5056906,LTR/Gypsy,gpos100
contig3,5056925,5057462,Unknown,gpos100
contig3,5057626,5057883,Unknown,gpos100
contig3,5059022,5059287,Unknown,gpos100
contig3,5060143,5060861,Unknown,gpos100
contig3,5060899,5061614,Unknown,gpos100
contig3,5061615,5062270,Unknown,gpos100
contig3,5062271,5062289,Unknown,gpos100
contig3,5062461,5062671,Unknown,gpos100
contig3,5062672,5070351,LTR/Gypsy,gpos100
contig3,5070374,5071063,LTR/Gypsy,gpos100
contig3,5071064,5071364,Unknown,gpos100
contig3,5085850,5085914,Unknown,gpos100
contig3,5095666,5095744,Unknown,gpos100
contig3,5110099,5110162,Unknown,gpos100
contig3,5113547,5113631,LINE,gpos100
contig3,5118660,5118757,Unknown,gpos100
contig3,5121433,5121515,Unknown,gpos100
contig3,5126516,5126584,Unknown,gpos100
contig3,5156709,5156789,Unknown,gpos100
contig3,5160799,5160856,Unknown,gpos100
contig3,5164852,5164905,Unknown,gpos100
contig3,5204102,5204181,Unknown,gpos100
contig3,5208428,5208547,Unknown,gpos100
contig3,5218902,5219281,Unknown,gpos100
contig3,5222023,5222120,Unknown,gpos100
contig3,5222069,5222130,Unknown,gpos100
contig3,5222747,5222832,Unknown,gpos100
contig3,5222773,5222841,Unknown,gpos100
contig3,5238853,5239030,Unknown,gpos100
contig3,5238988,5240500,Unknown,gpos100
contig3,5240501,5240779,DNA,gpos100
contig3,5240869,5241298,DNA,gpos100
contig3,5241299,5245249,Unknown,gpos100
contig3,5245250,5245350,Unknown,gpos100
contig3,5245353,5249933,LTR/Gypsy,gpos100
contig3,5249934,5259220,LTR/Gypsy,gpos100
contig3,5259221,5260258,LTR/Gypsy,gpos100
contig3,5260979,5261193,LTR/Gypsy,gpos100
contig3,5263244,5263558,Unknown,gpos100
contig3,5271323,5271511,Unknown,gpos100
contig3,5276024,5276190,Unknown,gpos100
contig3,5282620,5282746,Unknown,gpos100
contig3,5282733,5282777,Unknown,gpos100
contig3,5285203,5285337,Unknown,gpos100
contig3,5299327,5299768,Unknown,gpos100
contig3,5299777,5299872,Unknown,gpos100
contig3,5315831,5315926,Unknown,gpos100
contig3,5315861,5315985,Unknown,gpos100
contig3,5317466,5317521,Unknown,gpos100
contig3,5334578,5334713,Unknown,gpos100
contig3,5336640,5337119,Unknown,gpos100
contig3,5337175,5337346,LINE,gpos100
contig3,5338171,5338258,Unknown,gpos100
contig3,5338725,5340261,LINE,gpos100
contig3,5340839,5341078,Unknown,gpos100
contig3,5345482,5345728,LINE,gpos100
contig3,5345735,5345787,Unknown,gpos100
contig3,5345789,5346041,Unknown,gpos100
contig3,5346902,5347621,Unknown,gpos100
contig3,5347835,5348497,Unknown,gpos100
contig3,5348523,5348966,Unknown,gpos100
contig3,5349199,5349669,Unknown,gpos100
contig3,5349984,5350466,Unknown,gpos100
contig3,5352475,5352598,Unknown,gpos100
contig3,5352594,5353994,LTR/Gypsy,gpos100
contig3,5353995,5354118,Unknown,gpos100
contig3,5354372,5354632,Unknown,gpos100
contig3,5354726,5354778,Unknown,gpos100
contig3,5354786,5354816,LINE,gpos100
contig3,5355922,5355975,Unknown,gpos100
contig3,5358806,5358829,Unknown,gpos100
contig3,5358830,5358910,Unknown,gpos100
contig3,5358911,5358981,Unknown,gpos100
contig3,5375226,5375317,Unknown,gpos100
contig3,5377237,5377307,Unknown,gpos100
contig3,5381405,5381448,Unknown,gpos100
contig3,5385781,5385953,LTR/Gypsy,gpos100
contig3,5398185,5398565,Unknown,gpos100
contig3,5407548,5407615,Unknown,gpos100
contig3,5409095,5409167,Unknown,gpos100
contig3,5409261,5409278,DNA,gpos100
contig3,5409279,5409333,Unknown,gpos100
contig3,5412375,5412385,DNA,gpos100
contig3,5412386,5412446,Unknown,gpos100
contig3,5412447,5412464,DNA,gpos100
contig3,5412676,5412834,Unknown,gpos100
contig3,5412874,5413218,Unknown,gpos100
contig3,5424324,5424431,Unknown,gpos100
contig3,5450732,5450820,Unknown,gpos100
contig3,5462093,5462160,Unknown,gpos100
contig3,5475626,5475684,Unknown,gpos100
contig3,5483545,5483637,Unknown,gpos100
contig3,5484584,5484711,Unknown,gpos100
contig3,5499775,5499873,Unknown,gpos100
contig3,5500024,5500314,LTR/Gypsy,gpos100
contig3,5501160,5501295,Unknown,gpos100
contig3,5501299,5501579,Unknown,gpos100
contig3,5501601,5501673,Unknown,gpos100
contig3,5501672,5501787,Unknown,gpos100
contig3,5505104,5505166,LTR/Gypsy,gpos100
contig3,5505926,5506391,Unknown,gpos100
contig3,5507520,5507588,Unknown,gpos100
contig3,5507589,5507727,Unknown,gpos100
contig3,5507877,5508003,Unknown,gpos100
contig3,5509558,5509610,LINE,gpos100
contig3,5511698,5512445,Unknown,gpos100
contig3,5514775,5514850,Unknown,gpos100
contig3,5525304,5525395,Unknown,gpos100
contig3,5535229,5537588,DNA,gpos100
contig3,5537764,5539618,DNA,gpos100
contig3,5539692,5539715,DNA,gpos100
contig3,5539716,5539882,DNA,gpos100
contig3,5539827,5539993,Unknown,gpos100
contig3,5540106,5540273,Unknown,gpos100
contig3,5540218,5540384,DNA,gpos100
contig3,5540260,5540408,DNA,gpos100
contig3,5540482,5544871,DNA,gpos100
contig3,5544825,5544893,Unknown,gpos100
contig3,5545121,5545745,Unknown,gpos100
contig3,5559421,5559508,Unknown,gpos100
contig3,5559509,5559589,Unknown,gpos100
contig3,5567861,5569640,Unknown,gpos100
contig3,5569681,5571141,Unknown,gpos100
contig3,5576379,5576459,Unknown,gpos100
contig3,5587482,5588145,Unknown,gpos100
contig3,5588482,5589466,Unknown,gpos100
contig3,5589706,5589770,Unknown,gpos100
contig3,5589933,5590151,Unknown,gpos100
contig3,5599127,5599199,Unknown,gpos100
contig3,5599378,5599416,Unknown,gpos100
contig3,5607115,5607488,Unknown,gpos100
contig3,5607652,5607951,Unknown,gpos100
contig3,5607950,5608061,Unknown,gpos100
contig3,5631848,5631928,Unknown,gpos100
contig3,5639138,5639189,Unknown,gpos100
contig3,5639208,5639251,Unknown,gpos100
contig3,5653092,5653169,Unknown,gpos100
contig3,5653105,5653190,Unknown,gpos100
contig3,5656036,5656093,Unknown,gpos100
contig3,5658272,5658408,Unknown,gpos100
contig3,5659467,5659524,Unknown,gpos100
contig3,5661053,5661180,Unknown,gpos100
contig3,5661708,5661767,Unknown,gpos100
contig3,5677533,5679498,Unknown,gpos100
contig3,5679539,5680635,Unknown,gpos100
contig3,5680641,5680759,Unknown,gpos100
contig3,5680762,5681368,Unknown,gpos100
contig3,5682337,5684926,Unknown,gpos100
contig3,5684950,5695406,LTR/Gypsy,gpos100
contig3,5695533,5695710,Unknown,gpos100
contig3,5695711,5695839,Unknown,gpos100
contig3,5695840,5697225,LTR/Gypsy,gpos100
contig3,5698127,5698175,Unknown,gpos100
contig3,5698397,5698469,Unknown,gpos100
contig3,5701639,5701896,Unknown,gpos100
contig3,5701903,5702927,Unknown,gpos100
contig3,5702928,5703045,Unknown,gpos100
contig3,5703656,5703773,Unknown,gpos100
contig3,5703774,5704432,Unknown,gpos100
contig3,5705125,5705184,Unknown,gpos100
contig3,5708327,5708668,Unknown,gpos100
contig3,5716806,5716875,Unknown,gpos100
contig3,5716947,5717009,Unknown,gpos100
contig3,5720387,5720492,Unknown,gpos100
contig3,5720433,5720516,Unknown,gpos100
contig3,5724105,5724179,Unknown,gpos100
contig3,5724114,5724195,Unknown,gpos100
contig3,5727503,5727556,Unknown,gpos100
contig3,5728927,5728980,Unknown,gpos100
contig3,5728960,5729044,Unknown,gpos100
contig3,5734464,5735300,Unknown,gpos100
contig3,5735134,5735336,Unknown,gpos100
contig3,5736118,5736214,Unknown,gpos100
contig3,5760642,5760718,Unknown,gpos100
contig3,5771567,5771631,Unknown,gpos100
contig3,5772156,5772652,Unknown,gpos100
contig3,5772811,5772928,Unknown,gpos100
contig3,5772929,5776515,LTR/Gypsy,gpos100
contig3,5776516,5778972,LTR/Gypsy,gpos100
contig3,5778971,5781078,LTR/Gypsy,gpos100
contig3,5781125,5781366,LTR/Gypsy,gpos100
contig3,5781399,5782256,LTR/Gypsy,gpos100
contig3,5782114,5782790,Unknown,gpos100
contig3,5782791,5783358,LTR/Gypsy,gpos100
contig3,5783359,5783793,LTR/Gypsy,gpos100
contig3,5783794,5784940,Unknown,gpos100
contig3,5784933,5785576,LTR/Gypsy,gpos100
contig3,5785906,5785953,Unknown,gpos100
contig3,5806879,5807141,Unknown,gpos100
contig3,5807148,5808844,Unknown,gpos100
contig3,5809304,5809365,Unknown,gpos100
contig3,5822617,5822968,Unknown,gpos100
contig3,5826935,5827014,Unknown,gpos100
contig3,5835826,5837727,Unknown,gpos100
contig3,5837768,5838799,Unknown,gpos100
contig3,5838798,5839157,Unknown,gpos100
contig3,5839234,5839909,Unknown,gpos100
contig3,5840553,5841180,Unknown,gpos100
contig3,5844485,5844533,Unknown,gpos100
contig3,5845135,5847988,Unknown,gpos100
contig3,5848109,5848718,Unknown,gpos100
contig3,5848276,5849230,Unknown,gpos100
contig3,5849441,5849816,Unknown,gpos100
contig3,5850160,5850509,Unknown,gpos100
contig3,5850847,5850883,Unknown,gpos100
contig3,5850857,5850890,Unknown,gpos100
contig3,5858785,5858872,Unknown,gpos100
contig3,5860077,5860265,Unknown,gpos100
contig3,5861013,5861070,Unknown,gpos100
contig3,5861154,5861447,Unknown,gpos100
contig3,5861949,5862020,Unknown,gpos100
contig3,5862476,5862925,LTR,gpos100
contig3,5862926,5863437,Unknown,gpos100
contig3,5863438,5865003,LTR,gpos100
contig3,5865004,5865469,Unknown,gpos100
contig3,5865469,5865667,LTR,gpos100
contig3,5865655,5866132,Unknown,gpos100
contig3,5866128,5868450,LTR,gpos100
contig3,5868454,5868774,Unknown,gpos100
contig3,5871854,5872095,Unknown,gpos100
contig3,5872096,5873440,Unknown,gpos100
contig3,5873480,5873855,Unknown,gpos100
contig3,5873927,5878373,Unknown,gpos100
contig3,5878371,5878758,Unknown,gpos100
contig3,5878740,5878856,DNA,gpos100
contig3,5878759,5878868,Unknown,gpos100
contig3,5878777,5878885,Unknown,gpos100
contig3,5878867,5879086,LTR/Gypsy,gpos100
contig3,5879587,5880052,Unknown,gpos100
contig3,5880915,5881155,Unknown,gpos100
contig3,5881157,5881556,Unknown,gpos100
contig3,5881561,5886716,LTR/Gypsy,gpos100
contig3,5886717,5887792,Unknown,gpos100
contig3,5893285,5893390,Unknown,gpos100
contig3,5894753,5894792,Unknown,gpos100
contig3,5895512,5896569,LTR/Gypsy,gpos100
contig3,5896562,5896991,Unknown,gpos100
contig3,5896990,5897330,LTR/Gypsy,gpos100
contig3,5897636,5897707,Unknown,gpos100
contig3,5898002,5898297,Unknown,gpos100
contig3,5898387,5898444,Unknown,gpos100
contig3,5899178,5899366,Unknown,gpos100
contig3,5900049,5901368,Unknown,gpos100
contig3,5901369,5901589,Unknown,gpos100
contig3,5901570,5901987,Unknown,gpos100
contig3,5901990,5907601,LTR/Gypsy,gpos100
contig3,5907618,5908083,Unknown,gpos100
contig3,5908793,5909007,LTR/Gypsy,gpos100
contig3,5909007,5909817,Unknown,gpos100
contig3,5910301,5910547,Unknown,gpos100
contig3,5911154,5913189,Unknown,gpos100
contig3,5913186,5913366,Unknown,gpos100
contig3,5915747,5916481,Unknown,gpos100
contig3,5916478,5917006,Unknown,gpos100
contig3,5917903,5917983,DNA,gpos100
contig3,5917992,5923603,LTR/Gypsy,gpos100
contig3,5924324,5924541,LTR/Gypsy,gpos100
contig3,5924748,5924828,DNA,gpos100
contig3,5925292,5925756,Unknown,gpos100
contig3,5929069,5930118,Unknown,gpos100
contig3,5937555,5937803,Unknown,gpos100
contig3,5954546,5954637,Unknown,gpos100
contig3,5962282,5962604,Unknown,gpos100
contig3,5981750,5981935,Unknown,gpos100
contig3,5981921,5982508,Unknown,gpos100
contig3,5982579,5982705,Unknown,gpos100
contig3,5982714,5983408,Unknown,gpos100
contig3,5983387,5983481,Unknown,gpos100
contig3,5983483,5983599,Unknown,gpos100
contig3,5984179,5984624,Unknown,gpos100
contig3,5984631,5984722,Unknown,gpos100
contig3,5985672,5985709,LINE,gpos100
contig3,6000545,6000609,LINE,gpos100
contig3,6000951,6001069,Unknown,gpos100
contig3,6008423,6008542,Unknown,gpos100
contig3,6008494,6008559,Unknown,gpos100
contig3,6016284,6017121,Unknown,gpos100
contig3,6016955,6017157,Unknown,gpos100
contig3,6024628,6024757,Unknown,gpos100
contig3,6026355,6026516,Unknown,gpos100
contig3,6050440,6050539,Unknown,gpos100
contig3,6056612,6056830,Unknown,gpos100
contig3,6074157,6074686,Unknown,gpos100
contig3,6076407,6076487,Unknown,gpos100
contig3,6079128,6079231,Unknown,gpos100
contig3,6079624,6079702,Unknown,gpos100
contig3,6079703,6079769,Unknown,gpos100
contig3,6079770,6079881,Unknown,gpos100
contig3,6081898,6082007,Unknown,gpos100
contig3,6082811,6083232,Unknown,gpos100
contig3,6083058,6083263,Unknown,gpos100
contig3,6083260,6083446,Unknown,gpos100
contig3,6105045,6105242,Unknown,gpos100
contig3,6111212,6111407,Unknown,gpos100
contig3,6115858,6115922,Unknown,gpos100
contig3,6122716,6122776,Unknown,gpos100
contig3,6127203,6127253,LINE,gpos100
contig3,6127209,6129545,Unknown,gpos100
contig3,6143529,6144217,Unknown,gpos100
contig3,6143728,6144365,Unknown,gpos100
contig3,6144421,6144579,Unknown,gpos100
contig3,6145023,6145077,Unknown,gpos100
contig3,6167043,6167165,Unknown,gpos100
contig3,6174367,6174491,Unknown,gpos100
contig3,6174477,6174591,Unknown,gpos100
contig3,6174492,6174526,Unknown,gpos100
contig3,6174556,6174809,Unknown,gpos100
contig3,6187225,6187271,Unknown,gpos100
contig3,6188167,6189156,Unknown,gpos100
contig3,6190648,6190824,LTR/Gypsy,gpos100
contig3,6190825,6191241,LTR,gpos100
contig3,6191242,6191361,LTR/Gypsy,gpos100
contig3,6191524,6192375,LTR/Gypsy,gpos100
contig3,6192376,6192445,DNA,gpos100
contig3,6192388,6196965,Unknown,gpos100
